,content,sci,date
3313,"['', '', '', '', '', '', '', 'NEGATIVE 145 (97.97%)NEGATIVE 145 (97.97%)POSITIVE 3 (2.03%)POSITIVE 3 (2.03%)', '', '', '', 'NEGATIVE 145 (97.97%)NEGATIVE 145 (97.97%)', 'NEGATIVE 145 (97.97%)', 'POSITIVE 3 (2.03%)POSITIVE 3 (2.03%)', 'POSITIVE 3 (2.03%)']",ALBION,7/20/2020
3314,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 171 (98.28%)NEGATIVE 171 (98.28%)POSITIVE 1 (0.57%)POSITIVE 1 (0.57%)1 (0.57%)RECOVERED', '', '', '', '', 'NEGATIVE 171 (98.28%)NEGATIVE 171 (98.28%)', 'NEGATIVE 171 (98.28%)', 'POSITIVE 1 (0.57%)POSITIVE 1 (0.57%)', 'POSITIVE 1 (0.57%)', '1 (0.57%)', '', 'RECOVERED', '']",BENNER TOWNSHIP,7/20/2020
3315,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 226 (98.69%)NEGATIVE 226 (98.69%)POSITIVE 2 (0.87%)POSITIVE 2 (0.87%)1 (0.44%)RECOVERED', '', '', '', '', 'NEGATIVE 226 (98.69%)NEGATIVE 226 (98.69%)', 'NEGATIVE 226 (98.69%)', 'POSITIVE 2 (0.87%)POSITIVE 2 (0.87%)', 'POSITIVE 2 (0.87%)', '1 (0.44%)', '', 'RECOVERED', '']",CAMBRIDGE SPRINGS,7/20/2020
3316,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 1,873 (99.79%)NEGATIVE 1,873 (99.79%)POSITIVE 2 (0.11%)POSITIVE 2 (0.11%)1 (0.05%)PENDING', '', '', '', '', 'NEGATIVE 1,873 (99.79%)NEGATIVE 1,873 (99.79%)', 'NEGATIVE 1,873 (99.79%)', 'POSITIVE 2 (0.11%)POSITIVE 2 (0.11%)', 'POSITIVE 2 (0.11%)', '1 (0.05%)', '', 'PENDING', '']",CAMP HILL,7/20/2020
3317,"['', '', '', '', '', '', '']",CENTRAL OFFICE,7/20/2020
3318,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 314 (96.91%)NEGATIVE 314 (96.91%)POSITIVE 5 (1.54%)POSITIVE 5 (1.54%)5 (1.54%)RECOVERED', '', '', '', '', 'NEGATIVE 314 (96.91%)NEGATIVE 314 (96.91%)', 'NEGATIVE 314 (96.91%)', 'POSITIVE 5 (1.54%)POSITIVE 5 (1.54%)', 'POSITIVE 5 (1.54%)', '5 (1.54%)', '', 'RECOVERED', '']",CHESTER,7/20/2020
3319,"['', '', '', '', '', '', '', 'NEGATIVE 259 (98.48%)NEGATIVE 259 (98.48%)POSITIVE 4 (1.52%)POSITIVE 4 (1.52%)', '', '', '', 'NEGATIVE 259 (98.48%)NEGATIVE 259 (98.48%)', 'NEGATIVE 259 (98.48%)', 'POSITIVE 4 (1.52%)POSITIVE 4 (1.52%)', 'POSITIVE 4 (1.52%)']",COAL TOWNSHIP,7/20/2020
3320,"['', '', '', '', '', '', 'NEGATIVE 214 (100%)NEGATIVE 214 (100%)', '', '', 'NEGATIVE 214 (100%)NEGATIVE 214 (100%)', 'NEGATIVE 214 (100%)']",DALLAS,7/20/2020
3321,"['', '', '', '', '', '', '', 'NEGATIVE 206 (99.52%)NEGATIVE 206 (99.52%)POSITIVE 1 (0.48%)POSITIVE 1 (0.48%)', '', '', '', 'NEGATIVE 206 (99.52%)NEGATIVE 206 (99.52%)', 'NEGATIVE 206 (99.52%)', 'POSITIVE 1 (0.48%)POSITIVE 1 (0.48%)', 'POSITIVE 1 (0.48%)']",FAYETTE,7/20/2020
3322,"['', '', '', '', '', '', 'NEGATIVE 115 (100%)NEGATIVE 115 (100%)', '', '', 'NEGATIVE 115 (100%)NEGATIVE 115 (100%)', 'NEGATIVE 115 (100%)']",FOREST,7/20/2020
3323,"['', '', '', '', '', '', 'NEGATIVE 133 (100%)NEGATIVE 133 (100%)', '', '', 'NEGATIVE 133 (100%)NEGATIVE 133 (100%)', 'NEGATIVE 133 (100%)']",FRACKVILLE,7/20/2020
3324,"['', '', '', '', '', '', '', 'NEGATIVE 174 (98.86%)NEGATIVE 174 (98.86%)POSITIVE 2 (1.14%)POSITIVE 2 (1.14%)', '', '', '', 'NEGATIVE 174 (98.86%)NEGATIVE 174 (98.86%)', 'NEGATIVE 174 (98.86%)', 'POSITIVE 2 (1.14%)POSITIVE 2 (1.14%)', 'POSITIVE 2 (1.14%)']",GREENE,7/20/2020
3325,"['', '', '', '', '', '', 'NEGATIVE 153 (100%)NEGATIVE 153 (100%)', '', '', 'NEGATIVE 153 (100%)NEGATIVE 153 (100%)', 'NEGATIVE 153 (100%)']",HOUTZDALE,7/20/2020
3326,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 190 (34.3%)NEGATIVE 190 (34.3%)POSITIVE 183 (33.03%)POSITIVE 183 (33.03%)176 (31.77%)RECOVERED 176 (31.77%)DEATH 5 (0.9%)DEATH 5 (0.9%)RECOVEREDRECOVERED 176 (31.77%)', '', '', '', '', '', 'NEGATIVE 190 (34.3%)NEGATIVE 190 (34.3%)', 'NEGATIVE 190 (34.3%)', 'POSITIVE 183 (33.03%)POSITIVE 183 (33.03%)', 'POSITIVE 183 (33.03%)', '176 (31.77%)RECOVERED 176 (31.77%)', 'RECOVERED 176 (31.77%)', 'DEATH 5 (0.9%)DEATH 5 (0.9%)', 'DEATH 5 (0.9%)', 'RECOVEREDRECOVERED 176 (31.77%)', 'RECOVERED 176 (31.77%)']",HUNTINGDON,7/20/2020
3327,"['', '', '', '', '', '', 'NEGATIVE 188 (100%)NEGATIVE 188 (100%)', '', '', 'NEGATIVE 188 (100%)NEGATIVE 188 (100%)', 'NEGATIVE 188 (100%)']",LAUREL HIGHLANDS,7/20/2020
3328,"['', '', '', '', '', '', 'NEGATIVE 145 (100%)NEGATIVE 145 (100%)', '', '', 'NEGATIVE 145 (100%)NEGATIVE 145 (100%)', 'NEGATIVE 145 (100%)']",MAHANOY,7/20/2020
3329,"['', '', '', '', '', '', 'NEGATIVE 149 (100%)NEGATIVE 149 (100%)', '', '', 'NEGATIVE 149 (100%)NEGATIVE 149 (100%)', 'NEGATIVE 149 (100%)']",MERCER,7/20/2020
3330,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 312 (99.05%)NEGATIVE 312 (99.05%)POSITIVE 2 (0.63%)POSITIVE 2 (0.63%)1 (0.32%)RECOVERED', '', '', '', '', 'NEGATIVE 312 (99.05%)NEGATIVE 312 (99.05%)', 'NEGATIVE 312 (99.05%)', 'POSITIVE 2 (0.63%)POSITIVE 2 (0.63%)', 'POSITIVE 2 (0.63%)', '1 (0.32%)', '', 'RECOVERED', '']",MUNCY,7/20/2020
3331,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 347 (79.04%)NEGATIVE 347 (79.04%)49 (11.16%)POSITIVE 49 (11.16%)RECOVERED 39 (8.88%)RECOVERED 39 (8.88%)4 (0.91%)DEATH 4 (0.91%)POSITIVEPOSITIVE 49 (11.16%)DEATHDEATH 4 (0.91%)', '', '', '', '', '', 'NEGATIVE 347 (79.04%)NEGATIVE 347 (79.04%)', 'NEGATIVE 347 (79.04%)', '49 (11.16%)POSITIVE 49 (11.16%)', 'POSITIVE 49 (11.16%)', 'RECOVERED 39 (8.88%)RECOVERED 39 (8.88%)', 'RECOVERED 39 (8.88%)', '4 (0.91%)DEATH 4 (0.91%)', 'DEATH 4 (0.91%)', 'POSITIVEPOSITIVE 49 (11.16%)', 'POSITIVE 49 (11.16%)', 'DEATHDEATH 4 (0.91%)', 'DEATH 4 (0.91%)']",PHOENIX,7/20/2020
3332,"['', '', '', '', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', 'NEGATIVE 106 (100%)']",PINE GROVE,7/20/2020
3333,"['', '', '', '', '', '', 'NEGATIVE 108 (100%)NEGATIVE 108 (100%)', '', '', 'NEGATIVE 108 (100%)NEGATIVE 108 (100%)', 'NEGATIVE 108 (100%)']",QUEHANNA BOOTCAMP,7/20/2020
3334,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)13 (1.21%)RECOVERED', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)', 'NEGATIVE 1,048 (97.58%)', 'POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)', 'POSITIVE 13 (1.21%)', '13 (1.21%)', '', 'RECOVERED', '']",RETREAT,7/20/2020
3335,"['', '', '', '', '', '', 'NEGATIVE 124 (100%)NEGATIVE 124 (100%)', '', '', 'NEGATIVE 124 (100%)NEGATIVE 124 (100%)', 'NEGATIVE 124 (100%)']",ROCKVIEW,7/20/2020
3336,"['', '', '', '', '', '', 'NEGATIVE 93 (100%)NEGATIVE 93 (100%)', '', '', 'NEGATIVE 93 (100%)NEGATIVE 93 (100%)', 'NEGATIVE 93 (100%)']",SMITHFIELD,7/20/2020
3337,"['', '', '', '', '', '', 'NEGATIVE 130 (100%)NEGATIVE 130 (100%)', '', '', 'NEGATIVE 130 (100%)NEGATIVE 130 (100%)', 'NEGATIVE 130 (100%)']",SOMERSET,7/20/2020
3338,"['', '', '', '', '', '', '', 'NEGATIVE 208 (99.52%)NEGATIVE 208 (99.52%)PENDING 1 (0.48%)PENDING 1 (0.48%)', '', '', '', 'NEGATIVE 208 (99.52%)NEGATIVE 208 (99.52%)', 'NEGATIVE 208 (99.52%)', 'PENDING 1 (0.48%)PENDING 1 (0.48%)', 'PENDING 1 (0.48%)']",WAYMART,7/20/2020
3339,"['', '', '', '', '', '', '', 'NEGATIVE 142 (97.93%)NEGATIVE 142 (97.93%)POSITIVE 3 (2.07%)POSITIVE 3 (2.07%)', '', '', '', 'NEGATIVE 142 (97.93%)NEGATIVE 142 (97.93%)', 'NEGATIVE 142 (97.93%)', 'POSITIVE 3 (2.07%)POSITIVE 3 (2.07%)', 'POSITIVE 3 (2.07%)']",ALBION,7/19/2020
3340,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 157 (98.13%)NEGATIVE 157 (98.13%)POSITIVE 1 (0.63%)POSITIVE 1 (0.63%)1 (0.63%)RECOVERED', '', '', '', '', 'NEGATIVE 157 (98.13%)NEGATIVE 157 (98.13%)', 'NEGATIVE 157 (98.13%)', 'POSITIVE 1 (0.63%)POSITIVE 1 (0.63%)', 'POSITIVE 1 (0.63%)', '1 (0.63%)', '', 'RECOVERED', '']",BENNER TOWNSHIP,7/19/2020
3341,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 211 (98.6%)NEGATIVE 211 (98.6%)POSITIVE 2 (0.93%)POSITIVE 2 (0.93%)1 (0.47%)RECOVERED', '', '', '', '', 'NEGATIVE 211 (98.6%)NEGATIVE 211 (98.6%)', 'NEGATIVE 211 (98.6%)', 'POSITIVE 2 (0.93%)POSITIVE 2 (0.93%)', 'POSITIVE 2 (0.93%)', '1 (0.47%)', '', 'RECOVERED', '']",CAMBRIDGE SPRINGS,7/19/2020
3342,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 1,779 (95.9%)NEGATIVE 1,779 (95.9%)POSITIVE 1 (0.05%)POSITIVE 1 (0.05%)74 (3.99%)PENDING', '', '', '', '', 'NEGATIVE 1,779 (95.9%)NEGATIVE 1,779 (95.9%)', 'NEGATIVE 1,779 (95.9%)', 'POSITIVE 1 (0.05%)POSITIVE 1 (0.05%)', 'POSITIVE 1 (0.05%)', '74 (3.99%)', '', 'PENDING', '']",CAMP HILL,7/19/2020
3343,"['', '', '', '', '', '', '']",CENTRAL OFFICE,7/19/2020
3344,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 301 (96.78%)NEGATIVE 301 (96.78%)POSITIVE 5 (1.61%)POSITIVE 5 (1.61%)5 (1.61%)RECOVERED', '', '', '', '', 'NEGATIVE 301 (96.78%)NEGATIVE 301 (96.78%)', 'NEGATIVE 301 (96.78%)', 'POSITIVE 5 (1.61%)POSITIVE 5 (1.61%)', 'POSITIVE 5 (1.61%)', '5 (1.61%)', '', 'RECOVERED', '']",CHESTER,7/19/2020
3345,"['', '', '', '', '', '', '', 'NEGATIVE 244 (98.39%)NEGATIVE 244 (98.39%)POSITIVE 4 (1.61%)POSITIVE 4 (1.61%)', '', '', '', 'NEGATIVE 244 (98.39%)NEGATIVE 244 (98.39%)', 'NEGATIVE 244 (98.39%)', 'POSITIVE 4 (1.61%)POSITIVE 4 (1.61%)', 'POSITIVE 4 (1.61%)']",COAL TOWNSHIP,7/19/2020
3346,"['', '', '', '', '', '', 'NEGATIVE 203 (100%)NEGATIVE 203 (100%)', '', '', 'NEGATIVE 203 (100%)NEGATIVE 203 (100%)', 'NEGATIVE 203 (100%)']",DALLAS,7/19/2020
3347,"['', '', '', '', '', '', '', 'NEGATIVE 200 (99.5%)NEGATIVE 200 (99.5%)POSITIVE 1 (0.5%)POSITIVE 1 (0.5%)', '', '', '', 'NEGATIVE 200 (99.5%)NEGATIVE 200 (99.5%)', 'NEGATIVE 200 (99.5%)', 'POSITIVE 1 (0.5%)POSITIVE 1 (0.5%)', 'POSITIVE 1 (0.5%)']",FAYETTE,7/19/2020
3348,"['', '', '', '', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', 'NEGATIVE 106 (100%)']",FOREST,7/19/2020
3349,"['', '', '', '', '', '', 'NEGATIVE 112 (100%)NEGATIVE 112 (100%)', '', '', 'NEGATIVE 112 (100%)NEGATIVE 112 (100%)', 'NEGATIVE 112 (100%)']",FRACKVILLE,7/19/2020
3350,"['', '', '', '', '', '', '', 'NEGATIVE 147 (98.66%)NEGATIVE 147 (98.66%)POSITIVE 2 (1.34%)POSITIVE 2 (1.34%)', '', '', '', 'NEGATIVE 147 (98.66%)NEGATIVE 147 (98.66%)', 'NEGATIVE 147 (98.66%)', 'POSITIVE 2 (1.34%)POSITIVE 2 (1.34%)', 'POSITIVE 2 (1.34%)']",GREENE,7/19/2020
3351,"['', '', '', '', '', '', 'NEGATIVE 152 (100%)NEGATIVE 152 (100%)', '', '', 'NEGATIVE 152 (100%)NEGATIVE 152 (100%)', 'NEGATIVE 152 (100%)']",HOUTZDALE,7/19/2020
3352,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 180 (33.09%)NEGATIVE 180 (33.09%)POSITIVE 183 (33.64%)POSITIVE 183 (33.64%)176 (32.35%)RECOVERED 176 (32.35%)DEATH 5 (0.92%)DEATH 5 (0.92%)RECOVEREDRECOVERED 176 (32.35%)', '', '', '', '', '', 'NEGATIVE 180 (33.09%)NEGATIVE 180 (33.09%)', 'NEGATIVE 180 (33.09%)', 'POSITIVE 183 (33.64%)POSITIVE 183 (33.64%)', 'POSITIVE 183 (33.64%)', '176 (32.35%)RECOVERED 176 (32.35%)', 'RECOVERED 176 (32.35%)', 'DEATH 5 (0.92%)DEATH 5 (0.92%)', 'DEATH 5 (0.92%)', 'RECOVEREDRECOVERED 176 (32.35%)', 'RECOVERED 176 (32.35%)']",HUNTINGDON,7/19/2020
3353,"['', '', '', '', '', '', '', 'NEGATIVE 177 (98.88%)NEGATIVE 177 (98.88%)PENDING 2 (1.12%)PENDING 2 (1.12%)', '', '', '', 'NEGATIVE 177 (98.88%)NEGATIVE 177 (98.88%)', 'NEGATIVE 177 (98.88%)', 'PENDING 2 (1.12%)PENDING 2 (1.12%)', 'PENDING 2 (1.12%)']",LAUREL HIGHLANDS,7/19/2020
3354,"['', '', '', '', '', '', 'NEGATIVE 135 (100%)NEGATIVE 135 (100%)', '', '', 'NEGATIVE 135 (100%)NEGATIVE 135 (100%)', 'NEGATIVE 135 (100%)']",MAHANOY,7/19/2020
3355,"['', '', '', '', '', '', 'NEGATIVE 138 (100%)NEGATIVE 138 (100%)', '', '', 'NEGATIVE 138 (100%)NEGATIVE 138 (100%)', 'NEGATIVE 138 (100%)']",MERCER,7/19/2020
3356,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 310 (99.04%)NEGATIVE 310 (99.04%)POSITIVE 2 (0.64%)POSITIVE 2 (0.64%)1 (0.32%)RECOVERED', '', '', '', '', 'NEGATIVE 310 (99.04%)NEGATIVE 310 (99.04%)', 'NEGATIVE 310 (99.04%)', 'POSITIVE 2 (0.64%)POSITIVE 2 (0.64%)', 'POSITIVE 2 (0.64%)', '1 (0.32%)', '', 'RECOVERED', '']",MUNCY,7/19/2020
3357,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 337 (78.55%)NEGATIVE 337 (78.55%)49 (11.42%)POSITIVE 49 (11.42%)RECOVERED 39 (9.09%)RECOVERED 39 (9.09%)4 (0.93%)DEATH 4 (0.93%)POSITIVEPOSITIVE 49 (11.42%)DEATHDEATH 4 (0.93%)', '', '', '', '', '', 'NEGATIVE 337 (78.55%)NEGATIVE 337 (78.55%)', 'NEGATIVE 337 (78.55%)', '49 (11.42%)POSITIVE 49 (11.42%)', 'POSITIVE 49 (11.42%)', 'RECOVERED 39 (9.09%)RECOVERED 39 (9.09%)', 'RECOVERED 39 (9.09%)', '4 (0.93%)DEATH 4 (0.93%)', 'DEATH 4 (0.93%)', 'POSITIVEPOSITIVE 49 (11.42%)', 'POSITIVE 49 (11.42%)', 'DEATHDEATH 4 (0.93%)', 'DEATH 4 (0.93%)']",PHOENIX,7/19/2020
3358,"['', '', '', '', '', '', 'NEGATIVE 90 (100%)NEGATIVE 90 (100%)', '', '', 'NEGATIVE 90 (100%)NEGATIVE 90 (100%)', 'NEGATIVE 90 (100%)']",PINE GROVE,7/19/2020
3359,"['', '', '', '', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', 'NEGATIVE 106 (100%)']",QUEHANNA BOOTCAMP,7/19/2020
3360,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)13 (1.21%)RECOVERED', '', '', '', '', 'NEGATIVE 1,048 (97.58%)NEGATIVE 1,048 (97.58%)', 'NEGATIVE 1,048 (97.58%)', 'POSITIVE 13 (1.21%)POSITIVE 13 (1.21%)', 'POSITIVE 13 (1.21%)', '13 (1.21%)', '', 'RECOVERED', '']",RETREAT,7/19/2020
3361,"['', '', '', '', '', '', 'NEGATIVE 122 (100%)NEGATIVE 122 (100%)', '', '', 'NEGATIVE 122 (100%)NEGATIVE 122 (100%)', 'NEGATIVE 122 (100%)']",ROCKVIEW,7/19/2020
3362,"['', '', '', '', '', '', 'NEGATIVE 88 (100%)NEGATIVE 88 (100%)', '', '', 'NEGATIVE 88 (100%)NEGATIVE 88 (100%)', 'NEGATIVE 88 (100%)']",SMITHFIELD,7/19/2020
3363,"['', '', '', '', '', '', 'NEGATIVE 127 (100%)NEGATIVE 127 (100%)', '', '', 'NEGATIVE 127 (100%)NEGATIVE 127 (100%)', 'NEGATIVE 127 (100%)']",SOMERSET,7/19/2020
3364,"['', '', '', '', '', '', '', 'NEGATIVE 199 (99.5%)NEGATIVE 199 (99.5%)PENDING 1 (0.5%)PENDING 1 (0.5%)', '', '', '', 'NEGATIVE 199 (99.5%)NEGATIVE 199 (99.5%)', 'NEGATIVE 199 (99.5%)', 'PENDING 1 (0.5%)PENDING 1 (0.5%)', 'PENDING 1 (0.5%)']",WAYMART,7/19/2020
3365,"['', '', '', '', '', '', '', 'NEGATIVE 142 (97.93%)NEGATIVE 142 (97.93%)POSITIVE 3 (2.07%)POSITIVE 3 (2.07%)', '', '', '', 'NEGATIVE 142 (97.93%)NEGATIVE 142 (97.93%)', 'NEGATIVE 142 (97.93%)', 'POSITIVE 3 (2.07%)POSITIVE 3 (2.07%)', 'POSITIVE 3 (2.07%)']",ALBION,7/18/2020
3366,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 157 (98.13%)NEGATIVE 157 (98.13%)POSITIVE 1 (0.63%)POSITIVE 1 (0.63%)1 (0.63%)RECOVERED', '', '', '', '', 'NEGATIVE 157 (98.13%)NEGATIVE 157 (98.13%)', 'NEGATIVE 157 (98.13%)', 'POSITIVE 1 (0.63%)POSITIVE 1 (0.63%)', 'POSITIVE 1 (0.63%)', '1 (0.63%)', '', 'RECOVERED', '']",BENNER TOWNSHIP,7/18/2020
3367,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 211 (98.6%)NEGATIVE 211 (98.6%)POSITIVE 2 (0.93%)POSITIVE 2 (0.93%)1 (0.47%)RECOVERED', '', '', '', '', 'NEGATIVE 211 (98.6%)NEGATIVE 211 (98.6%)', 'NEGATIVE 211 (98.6%)', 'POSITIVE 2 (0.93%)POSITIVE 2 (0.93%)', 'POSITIVE 2 (0.93%)', '1 (0.47%)', '', 'RECOVERED', '']",CAMBRIDGE SPRINGS,7/18/2020
3368,"['', '', '', '', '', '', '', '', '', '', 'NEGATIVE 1,779 (95.9%)NEGATIVE 1,779 (95.9%)POSITIVE 1 (0.05%)POSITIVE 1 (0.05%)74 (3.99%)PENDING', '', '', '', '', 'NEGATIVE 1,779 (95.9%)NEGATIVE 1,779 (95.9%)', 'NEGATIVE 1,779 (95.9%)', 'POSITIVE 1 (0.05%)POSITIVE 1 (0.05%)', 'POSITIVE 1 (0.05%)', '74 (3.99%)', '', 'PENDING', '']",CAMP HILL,7/18/2020
3369,"['', '', '', '', '', '', '']",CENTRAL OFFICE,7/18/2020
3370,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 301 (96.78%)NEGATIVE 301 (96.78%)POSITIVE 5 (1.61%)POSITIVE 5 (1.61%)5 (1.61%)RECOVERED', '', '', '', '', 'NEGATIVE 301 (96.78%)NEGATIVE 301 (96.78%)', 'NEGATIVE 301 (96.78%)', 'POSITIVE 5 (1.61%)POSITIVE 5 (1.61%)', 'POSITIVE 5 (1.61%)', '5 (1.61%)', '', 'RECOVERED', '']",CHESTER,7/18/2020
3371,"['', '', '', '', '', '', '', 'NEGATIVE 244 (98.39%)NEGATIVE 244 (98.39%)POSITIVE 4 (1.61%)POSITIVE 4 (1.61%)', '', '', '', 'NEGATIVE 244 (98.39%)NEGATIVE 244 (98.39%)', 'NEGATIVE 244 (98.39%)', 'POSITIVE 4 (1.61%)POSITIVE 4 (1.61%)', 'POSITIVE 4 (1.61%)']",COAL TOWNSHIP,7/18/2020
3372,"['', '', '', '', '', '', 'NEGATIVE 203 (100%)NEGATIVE 203 (100%)', '', '', 'NEGATIVE 203 (100%)NEGATIVE 203 (100%)', 'NEGATIVE 203 (100%)']",DALLAS,7/18/2020
3373,"['', '', '', '', '', '', '', 'NEGATIVE 200 (99.5%)NEGATIVE 200 (99.5%)POSITIVE 1 (0.5%)POSITIVE 1 (0.5%)', '', '', '', 'NEGATIVE 200 (99.5%)NEGATIVE 200 (99.5%)', 'NEGATIVE 200 (99.5%)', 'POSITIVE 1 (0.5%)POSITIVE 1 (0.5%)', 'POSITIVE 1 (0.5%)']",FAYETTE,7/18/2020
3374,"['', '', '', '', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', '', '', 'NEGATIVE 106 (100%)NEGATIVE 106 (100%)', 'NEGATIVE 106 (100%)']",FOREST,7/18/2020
3375,"['', '', '', '', '', '', 'NEGATIVE 112 (100%)NEGATIVE 112 (100%)', '', '', 'NEGATIVE 112 (100%)NEGATIVE 112 (100%)', 'NEGATIVE 112 (100%)']",FRACKVILLE,7/18/2020
3376,"['', '', '', '', '', '', '', 'NEGATIVE 147 (98.66%)NEGATIVE 147 (98.66%)POSITIVE 2 (1.34%)POSITIVE 2 (1.34%)', '', '', '', 'NEGATIVE 147 (98.66%)NEGATIVE 147 (98.66%)', 'NEGATIVE 147 (98.66%)', 'POSITIVE 2 (1.34%)POSITIVE 2 (1.34%)', 'POSITIVE 2 (1.34%)']",GREENE,7/18/2020
3377,"['', '', '', '', '', '', 'NEGATIVE 152 (100%)NEGATIVE 152 (100%)', '', '', 'NEGATIVE 152 (100%)NEGATIVE 152 (100%)', 'NEGATIVE 152 (100%)']",HOUTZDALE,7/18/2020
3378,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 180 (33.09%)NEGATIVE 180 (33.09%)POSITIVE 183 (33.64%)POSITIVE 183 (33.64%)176 (32.35%)RECOVERED 176 (32.35%)DEATH 5 (0.92%)DEATH 5 (0.92%)RECOVEREDRECOVERED 176 (32.35%)', '', '', '', '', '', 'NEGATIVE 180 (33.09%)NEGATIVE 180 (33.09%)', 'NEGATIVE 180 (33.09%)', 'POSITIVE 183 (33.64%)POSITIVE 183 (33.64%)', 'POSITIVE 183 (33.64%)', '176 (32.35%)RECOVERED 176 (32.35%)', 'RECOVERED 176 (32.35%)', 'DEATH 5 (0.92%)DEATH 5 (0.92%)', 'DEATH 5 (0.92%)', 'RECOVEREDRECOVERED 176 (32.35%)', 'RECOVERED 176 (32.35%)']",HUNTINGDON,7/18/2020
3379,"['', '', '', '', '', '', '', 'NEGATIVE 177 (98.88%)NEGATIVE 177 (98.88%)PENDING 2 (1.12%)PENDING 2 (1.12%)', '', '', '', 'NEGATIVE 177 (98.88%)NEGATIVE 177 (98.88%)', 'NEGATIVE 177 (98.88%)', 'PENDING 2 (1.12%)PENDING 2 (1.12%)', 'PENDING 2 (1.12%)']",LAUREL HIGHLANDS,7/18/2020
3380,"['', '', '', '', '', '', 'NEGATIVE 135 (100%)NEGATIVE 135 (100%)', '', '', 'NEGATIVE 135 (100%)NEGATIVE 135 (100%)', 'NEGATIVE 135 (100%)']",MAHANOY,7/18/2020
3381,"['', '', '', '', '', '', 'NEGATIVE 138 (100%)NEGATIVE 138 (100%)', '', '', 'NEGATIVE 138 (100%)NEGATIVE 138 (100%)', 'NEGATIVE 138 (100%)']",MERCER,7/18/2020
3382,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 310 (99.04%)NEGATIVE 310 (99.04%)POSITIVE 2 (0.64%)POSITIVE 2 (0.64%)1 (0.32%)RECOVERED', '', '', '', '', 'NEGATIVE 310 (99.04%)NEGATIVE 310 (99.04%)', 'NEGATIVE 310 (99.04%)', 'POSITIVE 2 (0.64%)POSITIVE 2 (0.64%)', 'POSITIVE 2 (0.64%)', '1 (0.32%)', '', 'RECOVERED', '']",MUNCY,7/18/2020
3383,"['', '', '', '', '', '', '', '', '', 'NEGATIVE 337 (78.55%)NEGATIVE 337 (78.55%)49 (11.42%)POSITIVE 49 (11.42%)RECOVERED 39 (9.09%)RECOVERED 39 (9.09%)4 (0.93%)DEATH 4 (0.93%)POSITIVEPOSITIVE 49 (11.42%)DEATHDEATH 4 (0.93%)', '', '', '', '', '', 'NEGATIVE 337 (78.55%)NEGATIVE 337 (78.55%)', 'NEGATIVE 337 (78.55%)', '49 (11.42%)POSITIVE 49 (11.42%)', 'POSITIVE 49 (11.42%)', 'RECOVERED 39 (9.09%)RECOVERED 39 (9.09%)', 'RECOVERED 39 (9.09%)', '4 (0.93%)DEATH 4 (0.93%)', 'DEATH 4 (0.93%)', 'POSITIVEPOSITIVE 49 (11.42%)', 'POSITIVE 49 (11.42%)', 'DEATHDEATH 4 (0.93%)', 'DEATH 4 (0.93%)']",PHOENIX,7/18/2020
3384,"['', '', '', '', '', '', 'NEGATIVE 90 (100%)NEGATIVE 90 (100%)', '', '', 'NEGATIVE 90 (100%)NEGATIVE 90 (100%)', 'NEGATIVE 90 (100%)']",PINE GROVE,7/18/2020
