County Name,Date of Death,New Deaths,7-day Average New Deaths,Total Deaths,2019 Population ,New Deaths Rate,7-day Average New Death Rate,Total Death Rate,County FIPS Code,Longitude,Latitude,Georeferenced Latitude & Longitude
Indiana,10/16/2020,1,0.1,14,84073,1.19,0.17,16.65,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Centre,12/05/2020,3,3.3,100,162385,1.85,2.02,61.58,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Northampton,11/22/2020,0,1,333,305285,0,0.33,109.08,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Pennsylvania,03/04/2021,29,32.1,24397,12801989,0.23,0.25,190.57,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Juniata,03/01/2021,0,0.1,81,24763,0,0.58,327.1,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Pennsylvania,02/24/2021,42,47.7,24129,12801989,0.33,0.37,188.48,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Chester,03/07/2021,1,1.1,738,524989,0.19,0.22,140.57,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Allegheny,12/03/2020,14,11.7,643,1216045,1.15,0.96,52.88,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/24/2020,31,24.6,1090,1216045,2.55,2.02,89.63,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Bucks,08/31/2020,0,0.3,600,628270,0,0.05,95.5,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Delaware,03/07/2021,0,0.4,1250,566747,0,0.08,220.56,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Pennsylvania,01/14/2021,158,159,20239,12801989,1.23,1.24,158.09,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Perry,02/25/2021,1,0.4,85,46272,2.16,0.93,183.7,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
McKean,03/06/2021,0,0.3,65,40625,0,0.7,160,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Allegheny,02/16/2021,3,5.7,1693,1216045,0.25,0.47,139.22,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,12/07/2020,20,16.1,711,1216045,1.64,1.33,58.47,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Elk,01/14/2021,0,0.4,28,29910,0,1.43,93.61,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Bucks,10/16/2020,1,0.3,625,628270,0.16,0.05,99.48,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Erie,10/03/2020,0,0,38,269728,0,0,14.09,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Cameron,03/01/2021,0,0,7,4447,0,0,157.41,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Erie,01/02/2021,1,6,279,269728,0.37,2.22,103.44,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Indiana,01/02/2021,1,1.3,132,84073,1.19,1.53,157.01,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Crawford,01/27/2021,1,1,128,84629,1.18,1.18,151.25,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Lancaster,02/18/2021,4,3.9,1023,545724,0.73,0.71,187.46,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Schuylkill,01/20/2021,4,2.9,326,141359,2.83,2.02,230.62,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Dauphin,02/26/2021,0,0.9,499,278299,0,0.31,179.3,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Centre,11/27/2020,2,3.9,74,162385,1.23,2.38,45.57,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Indiana,08/18/2020,0,0.1,8,84073,0,0.17,9.52,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Allegheny,12/06/2020,16,14.4,691,1216045,1.32,1.19,56.82,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Juniata,03/07/2021,0,0,81,24763,0,0,327.1,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Pike,03/08/2021,0,0,48,55809,0,0,86.01,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Adams,12/22/2020,3,1.4,75,103009,2.91,1.39,72.81,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Butler,03/08/2021,0,0.4,374,187853,0,0.23,199.09,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Northumberland,12/09/2020,3,4.4,182,90843,3.3,4.87,200.35,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Pennsylvania,11/28/2020,126,123.7,11218,12801989,0.98,0.97,87.63,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Beaver,01/11/2021,3,2,295,163929,1.83,1.22,179.96,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Erie,11/05/2020,2,0.3,41,269728,0.74,0.11,15.2,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Pennsylvania,11/12/2020,72,52.6,9580,12801989,0.56,0.41,74.83,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Adams,11/28/2020,0,0.3,48,103009,0,0.28,46.6,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Indiana,09/11/2020,1,0.1,11,84073,1.19,0.17,13.08,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Northumberland,09/08/2020,0,0.3,44,90843,0,0.31,48.44,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Allegheny,02/14/2021,5,7.3,1684,1216045,0.41,0.6,138.48,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Centre,11/25/2020,2,3.1,64,162385,1.23,1.94,39.41,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Clearfield,03/03/2021,0,0.4,119,79255,0,0.54,150.15,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Allegheny,01/08/2021,21,17.6,1355,1216045,1.73,1.44,111.43,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Monroe,03/07/2021,1,0.4,274,170271,0.59,0.25,160.92,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Indiana,10/15/2020,0,0,13,84073,0,0,15.46,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Northampton,12/24/2020,4,6.1,430,305285,1.31,2.01,140.85,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Mercer,01/01/2021,5,4.1,189,109424,4.57,3.79,172.72,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Indiana,10/20/2020,0,0.3,15,84073,0,0.34,17.84,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Forest,03/02/2021,0,0,21,7247,0,0,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Elk,01/09/2021,0,0.3,25,29910,0,0.96,83.58,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Wyoming,01/04/2021,1,0.3,33,26794,3.73,1.07,123.16,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Northumberland,11/22/2020,1,0.9,125,90843,1.1,0.94,137.6,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Indiana,11/29/2020,2,2.1,53,84073,2.38,2.55,63.04,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Centre,03/08/2021,0,0.1,213,162385,0,0.09,131.17,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Allegheny,03/03/2021,1,3,1756,1216045,0.08,0.25,144.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Erie,11/06/2020,1,0.4,42,269728,0.37,0.16,15.57,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Carbon,02/26/2021,0,0.6,152,64182,0,0.89,236.83,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Pike,03/02/2021,0,0,48,55809,0,0,86.01,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Chester,02/07/2021,1,1.9,695,524989,0.19,0.35,132.38,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
McKean,01/19/2021,0,0.1,54,40625,0,0.35,132.92,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Juniata,03/04/2021,0,0.1,81,24763,0,0.58,327.1,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Lehigh,04/18/2020,5,3,47,369318,1.35,0.81,12.73,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Bucks,11/07/2020,2,1.1,638,628270,0.32,0.18,101.55,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Centre,12/12/2020,0,2.6,118,162385,0,1.58,72.67,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Pennsylvania,02/11/2021,69,77.6,23431,12801989,0.54,0.61,183.03,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Allegheny,01/04/2021,13,17.1,1275,1216045,1.07,1.41,104.85,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Berks,03/07/2021,1,0.7,911,421164,0.24,0.17,216.31,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Pennsylvania,02/18/2021,49,59,23844,12801989,0.38,0.46,186.25,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Allegheny,11/18/2020,5,5.3,496,1216045,0.41,0.43,40.79,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Pennsylvania,11/15/2020,76,63.7,9804,12801989,0.59,0.5,76.58,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Allegheny,11/10/2020,1,2.3,456,1216045,0.08,0.19,37.5,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Clearfield,02/26/2021,1,0.1,117,79255,1.26,0.18,147.62,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Beaver,11/26/2020,2,1.6,161,163929,1.22,0.96,98.21,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Adams,11/25/2020,0,0.3,47,103009,0,0.28,45.63,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Warren,03/02/2021,0,0,98,39191,0,0,250.06,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Juniata,02/28/2021,1,0.1,81,24763,4.04,0.58,327.1,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Somerset,03/02/2021,0,0.1,186,73447,0,0.19,253.24,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Northumberland,07/05/2020,0,0.4,9,90843,0,0.47,9.91,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Northumberland,10/20/2020,2,1.6,111,90843,2.2,1.73,122.19,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lycoming,12/14/2020,3,4.1,97,113299,2.65,3.66,85.61,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Allegheny,01/11/2021,13,17,1394,1216045,1.07,1.4,114.63,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Susquehanna,03/01/2021,0,0,53,40328,0,0,131.42,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Luzerne,01/15/2021,9,4.9,569,317417,2.84,1.53,179.26,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Armstrong,03/07/2021,0,0,116,64735,0,0,179.19,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Cambria,03/05/2021,1,0.3,398,130192,0.77,0.22,305.7,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Greene,01/12/2021,0,0.4,26,36233,0,1.18,71.76,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Jefferson,03/07/2021,0,0,90,43425,0,0,207.25,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Tioga,03/07/2021,0,0,94,40591,0,0,231.58,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Adams,12/31/2020,3,2.3,95,103009,2.91,2.22,92.22,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Indiana,09/16/2020,0,0.1,11,84073,0,0.17,13.08,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Adams,03/08/2021,1,0.4,155,103009,0.97,0.42,150.47,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Pennsylvania,01/10/2021,159,174.9,19622,12801989,1.24,1.37,153.27,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Indiana,10/11/2020,0,0.1,13,84073,0,0.17,15.46,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Susquehanna,01/05/2021,2,0.4,42,40328,4.96,1.06,104.15,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Clarion,02/28/2021,0,0.1,84,38438,0,0.37,218.53,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Allegheny,11/12/2020,8,3.1,467,1216045,0.66,0.26,38.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Greene,01/10/2021,1,0.6,26,36233,2.76,1.58,71.76,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Snyder,03/08/2021,0,0,81,40372,0,0,200.63,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Adams,11/06/2020,1,0.7,35,103009,0.97,0.69,33.98,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Luzerne,03/07/2021,1,0.7,746,317417,0.32,0.23,235.02,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Berks,03/02/2021,0,0.9,908,421164,0,0.2,215.59,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Northumberland,08/24/2020,2,1.3,36,90843,2.2,1.42,39.63,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Mercer,12/14/2020,4,4.1,110,109424,3.66,3.79,100.53,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Indiana,01/23/2021,1,0.4,148,84073,1.19,0.51,176.04,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Dauphin,03/06/2021,1,0.3,502,278299,0.36,0.1,180.38,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Erie,11/11/2020,1,0.7,44,269728,0.37,0.26,16.31,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Pennsylvania,01/04/2021,187,198.1,18585,12801989,1.46,1.55,145.17,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Erie,11/03/2020,0,0,39,269728,0,0,14.46,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Indiana,01/25/2021,0,0.3,149,84073,0,0.34,177.23,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Bedford,03/01/2021,0,0,129,47888,0,0,269.38,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Indiana,08/28/2020,0,0,9,84073,0,0,10.7,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Bradford,03/07/2021,0,0,79,60323,0,0,130.96,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Beaver,03/04/2021,1,0.4,352,163929,0.61,0.26,214.73,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Wyoming,02/27/2021,0,0.1,42,26794,0,0.53,156.75,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Beaver,12/30/2020,5,2.7,269,163929,3.05,1.66,164.1,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Indiana,01/08/2021,2,1.1,139,84073,2.38,1.36,165.33,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Potter,12/31/2020,0,0.1,15,16526,0,0.86,90.77,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Erie,11/02/2020,0,0,39,269728,0,0,14.46,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Adams,11/24/2020,0,0.6,47,103009,0,0.55,45.63,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Crawford,01/22/2021,0,0.7,124,84629,0,0.84,146.52,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Fayette,12/01/2020,0,1.3,30,129274,0,0.99,23.21,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Potter,12/28/2020,1,0.6,15,16526,6.05,3.46,90.77,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Pennsylvania,12/22/2020,238,220,15911,12801989,1.86,1.72,124.29,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Erie,09/06/2020,1,0.1,36,269728,0.37,0.05,13.35,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Potter,03/02/2021,0,0,21,16526,0,0,127.07,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Erie,01/08/2021,0,2.6,296,269728,0,0.95,109.74,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Blair,03/07/2021,0,0.4,305,121829,0,0.35,250.35,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Luzerne,01/11/2021,9,4,551,317417,2.84,1.26,173.59,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Wyoming,03/02/2021,0,0.1,42,26794,0,0.53,156.75,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Potter,12/29/2020,0,0.4,15,16526,0,2.59,90.77,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Beaver,12/07/2020,4,2.6,192,163929,2.44,1.57,117.12,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Allegheny,12/05/2020,16,13.7,675,1216045,1.32,1.13,55.51,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Pennsylvania,01/28/2021,121,130.6,22214,12801989,0.95,1.02,173.52,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Allegheny,02/17/2021,5,5.1,1698,1216045,0.41,0.42,139.63,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Crawford,12/24/2020,4,3.1,89,84629,4.73,3.71,105.16,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Lancaster,03/07/2021,1,2.1,1057,545724,0.18,0.39,193.69,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Lehigh,03/06/2021,2,1.3,782,369318,0.54,0.35,211.74,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Juniata,02/12/2021,0,0.1,80,24763,0,0.58,323.06,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Lehigh,06/09/2020,2,2,276,369318,0.54,0.54,74.73,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Allegheny,12/25/2020,19,23.3,1109,1216045,1.56,1.91,91.2,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,01/02/2021,18,17.1,1250,1216045,1.48,1.41,102.79,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Lackawanna,02/11/2021,0,1.4,407,209674,0,0.68,194.11,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Chester,03/06/2021,1,1.1,737,524989,0.19,0.22,140.38,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Pennsylvania,11/16/2020,98,70.7,9902,12801989,0.77,0.55,77.35,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Philadelphia,12/31/2020,17,17.3,2638,1584064,1.07,1.09,166.53,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Northumberland,10/03/2020,1,1.7,73,90843,1.1,1.89,80.36,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Bucks,07/24/2020,0,0.3,586,628270,0,0.05,93.27,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Lawrence,03/05/2021,0,0.4,188,85512,0,0.5,219.85,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Adams,11/17/2020,0,0.7,43,103009,0,0.69,41.74,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Philadelphia,03/06/2021,0,2.4,3183,1584064,0,0.15,200.94,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Greene,03/02/2021,0,0,33,36233,0,0,91.08,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Washington,12/17/2020,3,2.9,115,206865,1.45,1.38,55.59,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Westmoreland,03/05/2021,3,1.4,684,348899,0.86,0.41,196.05,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Indiana,03/01/2021,0,0,160,84073,0,0,190.31,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Wyoming,02/26/2021,0,0.1,42,26794,0,0.53,156.75,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Beaver,12/20/2020,2,3.3,240,163929,1.22,2,146.4,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Bucks,08/13/2020,0,0.3,595,628270,0,0.05,94.7,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Carbon,12/21/2020,1,0.7,89,64182,1.56,1.11,138.67,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Westmoreland,03/07/2021,1,1,686,348899,0.29,0.29,196.62,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Susquehanna,03/07/2021,0,0,53,40328,0,0,131.42,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Lackawanna,03/08/2021,0,0.1,427,209674,0,0.07,203.65,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Northumberland,12/17/2020,2,3.1,206,90843,2.2,3.46,226.76,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Allegheny,11/11/2020,3,2.6,459,1216045,0.25,0.21,37.75,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Northumberland,09/20/2020,1,0.4,49,90843,1.1,0.47,53.94,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Indiana,09/06/2020,0,0.1,10,84073,0,0.17,11.89,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Allegheny,02/19/2021,4,5.1,1709,1216045,0.33,0.42,140.54,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Crawford,01/24/2021,3,1,127,84629,3.54,1.18,150.07,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Lackawanna,02/15/2021,1,1.3,412,209674,0.48,0.61,196.5,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Blair,02/28/2021,0,0.6,302,121829,0,0.47,247.89,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Lackawanna,02/10/2021,3,2,407,209674,1.43,0.95,194.11,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Montour,03/01/2021,0,0.1,60,18230,0,0.78,329.13,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Allegheny,12/02/2020,18,11,629,1216045,1.48,0.9,51.73,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Mercer,03/08/2021,0,0.1,242,109424,0,0.13,221.16,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Clearfield,12/15/2020,3,1.6,38,79255,3.79,1.98,47.95,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Fayette,02/17/2021,1,0.6,263,129274,0.77,0.44,203.44,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Lehigh,06/04/2020,0,2.4,265,369318,0,0.66,71.75,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Monroe,02/26/2021,1,0.4,267,170271,0.59,0.25,156.81,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Pennsylvania,11/29/2020,134,128.4,11352,12801989,1.05,1,88.67,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Washington,12/21/2020,1,1.7,120,206865,0.48,0.83,58.01,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Bucks,12/25/2020,6,6.3,909,628270,0.96,1,144.68,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Allegheny,11/19/2020,8,5.3,504,1216045,0.66,0.43,41.45,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Adams,11/23/2020,0,0.6,47,103009,0,0.55,45.63,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Forest,03/08/2021,0,0,21,7247,0,0,289.78,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Philadelphia,12/25/2020,14,15.9,2531,1584064,0.88,1,159.78,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Allegheny,01/23/2021,5,10.3,1518,1216045,0.41,0.85,124.83,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Sullivan,03/08/2021,0,0.1,20,6066,0,2.36,329.71,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
