County Name,Date of Death,New Deaths,7-day Average New Deaths,Total Deaths,2019 Population ,New Deaths Rate,7-day Average New Death Rate,Total Death Rate,County FIPS Code,Longitude,Latitude,Georeferenced Latitude & Longitude
Adams,07/02/2020,0,0.1,13,103009,0,0.14,12.62,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Union,12/19/2020,1,0.7,33,44923,2.23,1.59,73.46,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Clearfield,08/03/2020,0,0.1,1,79255,0,0.18,1.26,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Cambria,08/19/2020,0,0,3,130192,0,0,2.3,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
McKean,05/20/2020,0,0,1,40625,0,0,2.46,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Armstrong,09/06/2020,1,0.6,16,64735,1.54,0.88,24.72,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Elk,10/06/2020,0,0,2,29910,0,0,6.69,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Columbia,05/26/2020,0,0.3,32,64964,0,0.44,49.26,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Lycoming,07/25/2020,0,0,21,113299,0,0,18.54,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Crawford,10/01/2020,0,0,3,84629,0,0,3.54,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Butler,05/25/2020,0,0,12,187853,0,0,6.39,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Blair,08/25/2020,0,0.4,12,121829,0,0.35,9.85,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Chester,11/15/2020,1,1,387,524989,0.19,0.19,73.72,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Somerset,10/16/2020,0,0,3,73447,0,0,4.08,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Wayne,12/22/2020,0,0.3,17,51361,0,0.56,33.1,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Greene,05/16/2020,0,0,0,36233,0,0,0,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Jefferson,09/18/2020,0,0.1,3,43425,0,0.33,6.91,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Cameron,08/16/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Lebanon,07/23/2020,0,0.3,54,141793,0,0.2,38.08,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Bradford,05/24/2020,0,0,3,60323,0,0,4.97,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Jefferson,10/28/2020,0,0,4,43425,0,0,9.21,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Potter,07/04/2020,0,0,0,16526,0,0,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Elk,12/09/2020,0,0.3,12,29910,0,0.96,40.12,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Huntingdon,08/04/2020,0,0,4,45144,0,0,8.86,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Venango,06/08/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Wayne,08/23/2020,0,0,11,51361,0,0,21.42,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Venango,06/26/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Susquehanna,10/28/2020,0,0.1,29,40328,0,0.35,71.91,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Bucks,06/14/2020,2,1.4,559,628270,0.32,0.23,88.97,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Cumberland,04/12/2020,0,0.4,4,253370,0,0.17,1.58,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Huntingdon,09/19/2020,0,0,6,45144,0,0,13.29,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Venango,04/04/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Clinton,06/17/2020,0,0.1,5,38632,0,0.37,12.94,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Potter,09/24/2020,0,0,0,16526,0,0,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Lebanon,04/26/2020,1,0.7,11,141793,0.71,0.5,7.76,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Westmoreland,05/01/2020,0,0.3,34,348899,0,0.08,9.74,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Fulton,03/28/2020,0,0,0,14530,0,0,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Chester,07/27/2020,1,0.6,348,524989,0.19,0.11,66.29,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Westmoreland,09/22/2020,0,0.1,54,348899,0,0.04,15.48,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Jefferson,09/24/2020,0,0,3,43425,0,0,6.91,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Lebanon,08/21/2020,0,0.3,58,141793,0,0.2,40.9,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Sullivan,12/18/2020,0,0,2,6066,0,0,32.97,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Potter,03/29/2020,0,0,0,16526,0,0,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Clarion,09/07/2020,0,0,3,38438,0,0,7.8,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Warren,11/05/2020,0,0,1,39191,0,0,2.55,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Pike,12/12/2020,0,0,29,55809,0,0,51.96,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Westmoreland,04/20/2020,0,1.4,24,348899,0,0.41,6.88,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Jefferson,05/21/2020,0,0,0,43425,0,0,0,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Elk,04/01/2020,0,0,0,29910,0,0,0,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Beaver,08/02/2020,1,0.4,92,163929,0.61,0.26,56.12,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Huntingdon,08/31/2020,0,0,5,45144,0,0,11.08,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
York,04/27/2020,1,0.6,11,449058,0.22,0.13,2.45,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Northampton,11/06/2020,1,0.6,322,305285,0.33,0.19,105.48,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Cameron,11/07/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Forest,08/10/2020,0,0,0,7247,0,0,0,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Westmoreland,06/21/2020,0,0,38,348899,0,0,10.89,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Luzerne,08/03/2020,0,0.1,184,317417,0,0.05,57.97,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Cameron,07/18/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Sullivan,05/02/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Montgomery,03/31/2020,0,1,10,830915,0,0.12,1.2,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Somerset,10/30/2020,0,0,3,73447,0,0,4.08,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Cumberland,08/08/2020,0,0,71,253370,0,0,28.02,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Lancaster,04/02/2020,0,0.4,4,545724,0,0.08,0.73,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Union,10/06/2020,0,0.1,7,44923,0,0.32,15.58,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Snyder,10/03/2020,0,0,10,40372,0,0,24.77,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Bradford,12/23/2020,0,0.1,52,60323,0,0.24,86.2,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Montour,12/01/2020,0,0.1,16,18230,0,0.78,87.77,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Venango,10/27/2020,0,0,1,50668,0,0,1.97,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Union,12/13/2020,0,0.9,28,44923,0,1.91,62.33,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Schuylkill,05/04/2020,1,0.7,14,141359,0.71,0.51,9.9,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Bradford,06/20/2020,0,0,3,60323,0,0,4.97,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Montour,12/19/2020,1,0.6,22,18230,5.49,3.13,120.68,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Snyder,10/31/2020,0,0.1,18,40372,0,0.35,44.59,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Susquehanna,11/20/2020,0,0,32,40328,0,0,79.35,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Mifflin,05/14/2020,0,0,1,46138,0,0,2.17,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Huntingdon,06/13/2020,0,0,4,45144,0,0,8.86,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Fayette,04/07/2020,0,0,1,129274,0,0,0.77,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Cumberland,08/18/2020,0,0.1,72,253370,0,0.06,28.42,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Bedford,07/14/2020,0,0,4,47888,0,0,8.35,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Allegheny,05/25/2020,1,1,169,1216045,0.08,0.08,13.9,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Cumberland,05/16/2020,0,0.9,48,253370,0,0.34,18.94,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Dauphin,05/07/2020,3,1.6,44,278299,1.08,0.56,15.81,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Bradford,06/01/2020,0,0,3,60323,0,0,4.97,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Potter,12/13/2020,1,0.4,10,16526,6.05,2.59,60.51,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Dauphin,07/13/2020,1,0.4,155,278299,0.36,0.15,55.7,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Elk,09/13/2020,0,0,2,29910,0,0,6.69,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Monroe,06/06/2020,1,0.1,104,170271,0.59,0.08,61.08,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Schuylkill,03/27/2020,0,0,0,141359,0,0,0,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Blair,04/17/2020,0,0,0,121829,0,0,0,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Monroe,08/06/2020,0,0.1,128,170271,0,0.08,75.17,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Lebanon,08/15/2020,0,0.1,56,141793,0,0.1,39.49,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Fayette,04/17/2020,0,0,3,129274,0,0,2.32,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Luzerne,07/13/2020,0,0,181,317417,0,0,57.02,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Wyoming,07/04/2020,0,0,7,26794,0,0,26.13,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Lawrence,08/06/2020,0,0.6,17,85512,0,0.67,19.88,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Schuylkill,04/06/2020,0,0,0,141359,0,0,0,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Greene,08/18/2020,0,0,1,36233,0,0,2.76,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Bradford,09/11/2020,0,0,3,60323,0,0,4.97,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Greene,10/17/2020,0,0,1,36233,0,0,2.76,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Lycoming,04/17/2020,0,0,0,113299,0,0,0,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Butler,07/13/2020,0,0.1,14,187853,0,0.08,7.45,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Centre,10/23/2020,1,0.3,17,162385,0.62,0.18,10.47,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Dauphin,05/08/2020,0,1.4,44,278299,0,0.51,15.81,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Columbia,09/27/2020,0,0,35,64964,0,0,53.88,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Sullivan,08/12/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Venango,07/20/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Centre,06/24/2020,1,0.1,8,162385,0.62,0.09,4.93,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Mercer,10/29/2020,0,0,29,109424,0,0,26.5,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Mifflin,05/31/2020,0,0,1,46138,0,0,2.17,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Clarion,10/16/2020,0,0,3,38438,0,0,7.8,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Elk,05/10/2020,0,0,0,29910,0,0,0,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Jefferson,10/22/2020,0,0.1,4,43425,0,0.33,9.21,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Carbon,10/08/2020,0,0,29,64182,0,0,45.18,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Bradford,11/07/2020,2,1.1,27,60323,3.32,1.89,44.76,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Bradford,06/04/2020,0,0,3,60323,0,0,4.97,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Jefferson,11/22/2020,0,0.1,6,43425,0,0.33,13.82,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Lancaster,03/23/2020,0,,0,545724,0,,0,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Delaware,06/17/2020,1,2.4,669,566747,0.18,0.43,118.04,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Clearfield,05/07/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
York,03/28/2020,0,0,0,449058,0,0,0,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Venango,08/07/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Dauphin,05/25/2020,1,2.3,79,278299,0.36,0.82,28.39,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Cameron,08/10/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Monroe,07/05/2020,0,0.4,115,170271,0,0.25,67.54,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Montour,11/01/2020,0,0.1,13,18230,0,0.78,71.31,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Northampton,11/10/2020,0,0.6,324,305285,0,0.19,106.13,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Snyder,07/20/2020,0,0,2,40372,0,0,4.95,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Carbon,04/14/2020,0,0.9,8,64182,0,1.34,12.46,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Union,04/26/2020,0,0.1,1,44923,0,0.32,2.23,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Juniata,09/06/2020,0,0,6,24763,0,0,24.23,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Warren,05/27/2020,0,0,0,39191,0,0,0,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Tioga,04/23/2020,0,0.1,1,40591,0,0.35,2.46,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Erie,05/28/2020,0,0.1,5,269728,0,0.05,1.85,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Monroe,06/30/2020,0,0.3,114,170271,0,0.17,66.95,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Lawrence,07/16/2020,0,0,9,85512,0,0,10.52,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Luzerne,09/11/2020,0,0,189,317417,0,0,59.54,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Northumberland,04/09/2020,0,0,0,90843,0,0,0,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Somerset,06/06/2020,0,0,1,73447,0,0,1.36,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Clinton,10/14/2020,0,0,6,38632,0,0,15.53,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Northampton,11/16/2020,0,0.3,326,305285,0,0.09,106.79,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Cumberland,11/20/2020,7,4.1,123,253370,2.76,1.64,48.55,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Allegheny,08/30/2020,0,2.6,337,1216045,0,0.21,27.71,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Allegheny,06/01/2020,1,0.9,175,1216045,0.08,0.07,14.39,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Jefferson,07/06/2020,0,0,1,43425,0,0,2.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,11/12/2020,0,0,5,43425,0,0,11.51,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Lebanon,09/27/2020,1,0.1,61,141793,0.71,0.1,43.02,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Juniata,09/04/2020,0,0,6,24763,0,0,24.23,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Venango,05/15/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Mifflin,03/30/2020,0,0,0,46138,0,0,0,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Elk,09/09/2020,0,0,2,29910,0,0,6.69,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Blair,07/08/2020,0,0,1,121829,0,0,0.82,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Greene,10/19/2020,0,0,1,36233,0,0,2.76,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Armstrong,10/24/2020,0,0.1,21,64735,0,0.22,32.44,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Crawford,08/22/2020,0,0,2,84629,0,0,2.36,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Montour,12/02/2020,1,0.3,17,18230,5.49,1.57,93.25,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Juniata,11/29/2020,1,0.9,19,24763,4.04,3.46,76.73,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Mifflin,07/11/2020,0,0,1,46138,0,0,2.17,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Dauphin,04/12/2020,1,0.3,4,278299,0.36,0.1,1.44,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Potter,05/26/2020,0,0,0,16526,0,0,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Cumberland,07/01/2020,0,0.1,65,253370,0,0.06,25.65,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Bedford,06/20/2020,0,0.1,3,47888,0,0.3,6.26,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Greene,06/10/2020,0,0,0,36233,0,0,0,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Potter,08/03/2020,0,0,0,16526,0,0,0,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Clarion,11/22/2020,0,0.1,8,38438,0,0.37,20.81,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
McKean,07/22/2020,0,0,1,40625,0,0,2.46,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Clearfield,09/22/2020,0,0.6,6,79255,0,0.72,7.57,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
McKean,08/19/2020,0,0,1,40625,0,0,2.46,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Huntingdon,06/17/2020,0,0,4,45144,0,0,8.86,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Westmoreland,09/28/2020,0,0.3,56,348899,0,0.08,16.05,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Pennsylvania,03/29/2020,7,7.4,58,12801989,0.05,0.06,0.45,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Allegheny,08/02/2020,2,2,253,1216045,0.16,0.16,20.81,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Sullivan,05/29/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Dauphin,08/28/2020,1,0.4,168,278299,0.36,0.15,60.37,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Tioga,06/22/2020,0,0,2,40591,0,0,4.93,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Lawrence,06/27/2020,0,0,9,85512,0,0,10.52,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Juniata,05/05/2020,0,0.1,2,24763,0,0.58,8.08,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Berks,04/04/2020,3,1.4,11,421164,0.71,0.34,2.61,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Clarion,04/01/2020,0,0,0,38438,0,0,0,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Venango,09/17/2020,0,0,1,50668,0,0,1.97,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Elk,12/13/2020,0,0.4,13,29910,0,1.43,43.46,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Monroe,06/09/2020,0,0.6,107,170271,0,0.34,62.84,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Perry,11/27/2020,0,0.4,13,46272,0,0.93,28.09,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Wayne,10/23/2020,0,0,12,51361,0,0,23.36,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Carbon,10/02/2020,0,0.1,29,64182,0,0.22,45.18,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Cumberland,11/01/2020,0,0.3,82,253370,0,0.11,32.36,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Perry,04/13/2020,0,0,1,46272,0,0,2.16,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Beaver,10/04/2020,0,1,137,163929,0,0.61,83.57,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Washington,04/11/2020,0,0.1,1,206865,0,0.07,0.48,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Carbon,11/12/2020,0,0.7,38,64182,0,1.11,59.21,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Elk,07/31/2020,0,0,2,29910,0,0,6.69,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Berks,04/15/2020,12,7,69,421164,2.85,1.66,16.38,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Clarion,08/04/2020,0,0,2,38438,0,0,5.2,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Perry,04/07/2020,0,0.1,1,46272,0,0.31,2.16,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Clinton,08/08/2020,0,0,6,38632,0,0,15.53,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Mercer,10/12/2020,0,0,26,109424,0,0,23.76,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Crawford,07/06/2020,0,0.1,1,84629,0,0.17,1.18,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Jefferson,09/17/2020,0,0.1,3,43425,0,0.33,6.91,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Carbon,04/21/2020,0,0.1,9,64182,0,0.22,14.02,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Somerset,09/02/2020,0,0,3,73447,0,0,4.08,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Columbia,07/26/2020,0,0,35,64964,0,0,53.88,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Montour,05/08/2020,0,0,0,18230,0,0,0,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Fulton,05/26/2020,0,0,1,14530,0,0,6.88,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Venango,07/15/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Armstrong,08/29/2020,1,0.4,12,64735,1.54,0.66,18.54,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Westmoreland,11/21/2020,5,5,193,348899,1.43,1.43,55.32,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Jefferson,08/30/2020,0,0,1,43425,0,0,2.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Columbia,08/10/2020,0,0,35,64964,0,0,53.88,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Adams,04/15/2020,0,0,1,103009,0,0,0.97,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Butler,07/19/2020,0,0,14,187853,0,0,7.45,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Carbon,05/03/2020,2,0.4,19,64182,3.12,0.67,29.6,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Sullivan,11/13/2020,0,0,1,6066,0,0,16.49,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Bedford,03/20/2020,0,,0,47888,0,,0,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
McKean,08/25/2020,0,0.1,2,40625,0,0.35,4.92,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Centre,09/29/2020,0,0.1,12,162385,0,0.09,7.39,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Lawrence,07/20/2020,1,0.3,11,85512,1.17,0.33,12.86,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
